f^N,bterm,kterm,t2,t3,t4,t6,t7,t8,t11,t12,t14,t15,t16,t17,t18,t19
6,3G4,3G6,0.276628,0.0,0.342409,-0.516583,-0.171331,0.0,0.0,-0.338414,0.0,-0.456545,-0.422076,0.191554,0.16883,0.547854
6,3G4,3G4,-0.026937,1.78915,0.353638,0.290214,-0.175006,0.0,-0.366171,0.032954,-2.385534,-0.471518,-0.051376,0.02174,0.009341,0.06736
6,3G4,3G5,0.23173,0.0,0.053722,0.188148,-0.273237,0.0,0.0,-0.283488,0.0,-0.071629,-0.607221,-0.095775,-0.637966,-0.332562
6,3G5,3G6,-0.282253,0.0,0.214998,-0.348307,-0.016017,0.066723,0.0,0.345295,0.0,-0.286664,-0.006946,-0.462602,0.148647,0.143332
6,3G5,3G7,-0.054404,0.0,-0.167944,0.136748,-0.087308,-0.194845,0.0,0.066555,0.0,0.223925,0.251212,0.443954,0.656646,0.22344
6,3G5,3G1,0.565665,0.0,-0.434136,0.409355,0.417747,0.0,0.0,-1.123427,0.0,0.578847,-0.250013,0.317598,-0.508178,-0.343691
6,3G5,3G3,-0.066957,0.0,-0.019616,-0.054636,0.011325,-0.754882,0.0,-0.059859,0.0,0.026155,-0.039293,0.042208,0.469553,-0.003269
6,3G5,3G5,-0.651599,0.223644,0.068347,0.531974,1.055895,0.114497,0.915429,0.797138,-0.298192,-0.09113,-0.03717,0.514115,0.312149,-0.154409
6,3G5,3G2,0.372255,-0.539449,-0.065733,0.059233,0.240357,-0.086799,-1.897583,-0.828001,0.719265,0.087644,0.237521,-0.635627,0.710497,0.155096
6,3G5,3G4,0.23173,0.0,0.053722,0.188148,-0.273237,0.0,0.0,-0.283488,0.0,-0.071629,-0.607221,-0.095775,-0.637966,-0.332562
6,3G6,3G7,-0.204405,0.0,0.097312,0.207796,0.172296,0.374481,0.0,0.25006,0.0,-0.12975,0.038985,-0.644899,-0.140346,-0.125425
6,3G6,3G3,0.156566,0.230022,0.612647,0.178473,-0.411461,-0.068735,-0.647306,-0.052518,-0.306696,-0.816863,0.443096,-0.317446,0.346386,-1.02733
6,3G6,3G1,0.641585,0.0,0.096848,-1.123937,0.46596,0.0,0.0,0.076574,0.0,-0.12913,0.417834,-0.208383,-0.596906,0.24212
6,3G6,3G2,-0.468063,0.0,0.149514,-0.016017,0.750338,-0.221294,0.0,0.157005,0.0,-0.199352,-0.322527,-0.321703,0.215402,-0.216604
6,3G6,3G6,0.369981,-0.3253,0.327116,0.227774,0.490016,0.17011,-1.968172,-0.452618,0.433733,-0.436154,-0.393689,0.277732,0.628267,-0.005894
6,3G6,3G5,-0.282253,0.0,0.214998,-0.348307,-0.016017,0.066723,0.0,0.345295,0.0,-0.286664,-0.006946,-0.462602,0.148647,0.143332
6,3G6,3G4,0.276628,0.0,0.342409,-0.516583,-0.171331,0.0,0.0,-0.338414,0.0,-0.456545,-0.422076,0.191554,0.16883,0.547854
6,3G7,3G5,-0.054404,0.0,-0.167944,0.136748,-0.087308,-0.194845,0.0,0.066555,0.0,0.223925,0.251212,0.443954,0.656646,0.22344
6,3G7,3G6,-0.204405,0.0,0.097312,0.207796,0.172296,0.374481,0.0,0.25006,0.0,-0.12975,0.038985,-0.644899,-0.140346,-0.125425
6,3G7,3G1,-0.319878,0.0,-0.213201,0.014138,-0.463058,-0.669752,0.0,0.391324,0.0,0.284268,-0.244034,0.458735,0.536874,-0.086296
6,3G7,3G2,-0.340932,0.0,-0.126592,0.057086,0.191421,-0.546809,0.0,0.600062,0.0,0.16879,0.536131,-0.337756,0.101068,-0.240124
6,3G7,3G3,0.491423,0.0,0.633054,-0.099021,-0.153613,-0.605252,0.0,-1.396872,0.0,-0.844072,0.551331,-0.485624,0.09924,0.029053
6,3G7,3G4,0.226188,0.0,0.150756,-0.092476,-0.692166,-0.236793,0.0,-0.276708,0.0,-0.201008,-0.345116,-0.143652,-0.276093,0.516877
6,3G7,3G7,0.167134,0.0,-0.006121,-0.223039,0.080099,0.28601,0.411943,-0.204465,0.0,0.008161,0.257464,-0.613702,-0.181451,0.145536
6,3H1,3H8,-0.743303,0.0,1.029437,0.0,0.0,0.0,0.0,-0.743993,0.0,0.772078,0.0,0.0,0.0,0.0
6,3H1,3H1,-0.254558,0.0,0.0,0.0,0.0,0.0,0.0,-0.254794,0.0,0.0,0.0,0.0,0.0,0.0
6,3H1,3H5,-0.07746,2.13809,0.0,0.0,0.0,0.0,0.0,-0.077531,1.603567,0.0,0.0,0.0,0.0,0.0
6,3H1,3H4,2.343608,0.0,-0.124838,0.0,0.0,0.0,0.0,1.593928,0.0,-0.249675,-0.37509,-0.161165,0.093773,0.0
6,3H1,3H3,0.0,0.0,0.53936,0.0,0.0,0.0,0.0,0.0,0.0,1.07872,0.0,-0.348155,0.0,0.3371
6,3H1,3H2,0.225167,0.239046,0.0,0.0,0.0,0.0,1.00905,0.15314,0.478091,0.0,0.180187,0.0,0.225234,0.0
6,3H1,3H6,0.0,0.0,-0.650493,0.0,0.0,0.0,0.0,0.0,0.0,-0.487869,0.0,0.0,0.0,0.0
6,3H1,3H7,-0.254951,0.0,-0.353094,0.0,0.0,0.0,0.0,-0.255187,0.0,-0.26482,0.0,0.0,0.0,0.0
6,3H1,3H9,-0.70746,0.0,-2.226809,0.0,0.0,0.0,0.0,-0.708116,0.0,-1.670107,0.0,0.0,0.0,0.0
6,3H2,3H2,0.290985,-3.67589,0.0,-0.115426,0.0,0.0,0.045771,0.328192,-1.930113,0.0,0.069475,0.0,-0.081735,0.0
6,3H2,3H1,0.225167,0.239046,0.0,0.0,0.0,0.0,1.00905,0.15314,0.478091,0.0,0.180187,0.0,0.225234,0.0
6,3H2,3H3,0.0,0.0,1.036741,0.0,-0.238366,0.0,0.0,0.0,0.0,0.544365,0.0,0.090808,0.0,0.061165
6,3H2,3H4,-0.18288,0.0,0.237835,0.144167,-0.049041,0.0,0.0,-0.021827,0.0,0.192533,-0.093579,0.014621,0.170144,-0.028314
6,3H2,3H5,-0.175842,1.382047,0.0,0.20648,0.0,0.0,-2.046961,0.360189,-1.842729,0.0,0.018276,0.0,-0.086813,0.0
6,3H2,3H6,0.0,0.0,0.575385,0.0,0.0,0.0,0.0,0.0,0.0,-0.76718,0.0,-0.095233,0.0,0.783778
6,3H2,3H7,-0.720698,0.0,0.042044,-1.223298,-0.086693,0.0,0.0,0.056913,0.0,-0.056058,-0.300776,-0.090464,0.815102,0.025026
6,3H2,3H8,0.013793,0.0,0.052533,0.050805,-0.18535,0.509647,0.0,0.109682,0.0,-0.070044,-0.175381,-0.263745,-0.043845,0.15079
6,3H2,3H9,0.013128,0.0,-0.113636,0.048355,0.400938,0.0,0.0,0.104393,0.0,0.151515,-0.166924,0.570515,-0.041731,-0.326178
6,3H3,3H7,-0.507331,0.0,-0.64823,-0.01736,0.705328,0.102797,0.0,0.170177,0.0,0.864307,-0.349585,-0.21458,0.233473,0.445658
6,3H3,3H5,0.0,0.0,0.164122,0.0,0.0,0.0,0.0,0.0,0.0,-0.218829,0.0,-0.247194,0.0,0.64965
6,3H3,3H6,0.219661,-0.539449,0.005741,-0.04112,0.544101,0.071017,-1.897583,0.442604,0.719265,-0.007655,-0.630885,0.018354,0.134063,-0.008749
6,3H3,3H2,0.0,0.0,1.036741,0.0,-0.238366,0.0,0.0,0.0,0.0,0.544365,0.0,0.090808,0.0,0.061165
6,3H3,3H4,0.962804,0.0,-1.009291,-0.024551,-0.017812,0.145377,0.0,0.860737,0.0,-0.108715,-0.070627,0.100522,-0.014125,0.0
6,3H3,3H3,0.672823,0.459486,-0.360779,0.07991,-0.106602,0.029442,-0.1602,0.356503,0.241264,-0.202435,0.241117,-0.061751,0.163469,-0.1206
6,3H3,3H9,0.323785,0.0,0.161727,0.016944,0.035447,-1.055795,0.0,-0.996753,0.0,-0.215636,-0.773888,-0.032865,-0.271086,-0.070444
6,3H3,3H8,-0.601187,0.0,0.0,0.198237,0.069944,0.264443,0.0,0.472799,0.0,0.0,0.582404,-0.531762,-0.06188,-0.630976
6,3H3,3H1,0.0,0.0,0.53936,0.0,0.0,0.0,0.0,0.0,0.0,1.07872,0.0,-0.348155,0.0,0.3371
6,3H4,3H7,0.079545,0.230022,0.276028,-0.082707,0.227109,-0.134826,-0.647306,-0.201576,-0.306696,-0.368037,-0.144488,0.456509,0.010692,0.102749
6,3H4,3H8,1.141895,0.0,0.815969,0.010739,0.17646,0.518216,0.0,-1.457739,0.0,-1.087958,0.252751,0.076019,0.176083,-0.279934
6,3H4,3H9,-0.279973,0.0,-0.629595,-0.114455,0.021712,0.870297,0.0,-0.472846,0.0,0.83946,0.415517,0.775217,-0.01786,0.197936
6,3H4,3H6,-0.072574,0.0,0.085048,-0.05922,-0.355993,0.350662,0.0,-0.064881,0.0,-0.113397,-0.04259,0.503234,0.508946,-0.672411
6,3H4,3H5,-0.21444,0.0,-0.037987,-0.773682,0.219317,0.0,0.0,0.125067,0.0,0.050649,0.4185,0.081735,0.077993,-0.063311
6,3H4,3H4,-0.212132,-0.45542,1.683863,0.016929,-0.001571,-0.190673,0.045771,-0.330289,-0.368673,1.345639,0.028607,-0.199007,-0.062118,0.077982
6,3H4,3H2,-0.18288,0.0,0.237835,0.144167,-0.049041,0.0,0.0,-0.021827,0.0,0.192533,-0.093579,0.014621,0.170144,-0.028314
6,3H4,3H3,0.962804,0.0,-1.009291,-0.024551,-0.017812,0.145377,0.0,0.860737,0.0,-0.108715,-0.070627,0.100522,-0.014125,0.0
6,3H4,3H1,2.343608,0.0,-0.124838,0.0,0.0,0.0,0.0,1.593928,0.0,-0.249675,-0.37509,-0.161165,0.093773,0.0
6,3H5,3H9,0.0,0.0,0.0,-0.654155,-0.619417,0.0,0.0,0.0,0.0,0.0,0.186626,-0.145796,0.074651,0.103522
6,3H5,3H8,0.0,0.0,0.0,-0.687298,0.286352,-0.227921,0.0,0.0,0.0,0.0,0.196082,0.0674,0.078433,-0.047857
6,3H5,3H7,-0.141053,0.0,0.053722,0.319127,0.108556,0.0,0.0,0.172558,0.0,-0.071629,-0.470788,-0.11559,0.543424,-0.004477
6,3H5,3H6,0.0,0.0,-0.068041,0.0,0.224989,0.0,0.0,0.0,0.0,0.090722,0.0,0.162373,0.0,-0.49897
6,3H5,3H2,-0.175842,1.382047,0.0,0.20648,0.0,0.0,-2.046961,0.360189,-1.842729,0.0,0.018276,0.0,-0.086813,0.0
6,3H5,3H1,-0.07746,2.13809,0.0,0.0,0.0,0.0,0.0,-0.077531,1.603567,0.0,0.0,0.0,0.0,0.0
6,3H5,3H3,0.0,0.0,0.164122,0.0,0.0,0.0,0.0,0.0,0.0,-0.218829,0.0,-0.247194,0.0,0.64965
6,3H5,3H5,0.188562,-1.78915,0.0,0.253937,0.0,0.0,1.327372,-0.230678,2.385534,0.0,-0.118515,0.0,-0.237031,0.0
6,3H5,3H4,-0.21444,0.0,-0.037987,-0.773682,0.219317,0.0,0.0,0.125067,0.0,0.050649,0.4185,0.081735,0.077993,-0.063311
6,3H6,3H2,0.0,0.0,0.575385,0.0,0.0,0.0,0.0,0.0,0.0,-0.76718,0.0,-0.095233,0.0,0.783778
6,3H6,3H1,0.0,0.0,-0.650493,0.0,0.0,0.0,0.0,0.0,0.0,-0.487869,0.0,0.0,0.0,0.0
6,3H6,3H8,-0.086317,0.0,0.090405,0.01081,-0.37064,-0.398663,0.0,0.105596,0.0,-0.12054,-0.109751,0.22753,0.838497,-0.742113
6,3H6,3H3,0.219661,-0.539449,0.005741,-0.04112,0.544101,0.071017,-1.897583,0.442604,0.719265,-0.007655,-0.630885,0.018354,0.134063,-0.008749
6,3H6,3H5,0.0,0.0,-0.068041,0.0,0.224989,0.0,0.0,0.0,0.0,0.090722,0.0,0.162373,0.0,-0.49897
6,3H6,3H9,0.058682,0.0,-0.006603,-0.297843,-0.137865,-0.15079,0.0,-0.071788,0.0,0.008804,-0.641674,0.092752,-0.85656,-0.276133
6,3H6,3H7,-0.305932,0.0,-0.720717,-0.377527,-0.106875,-0.030994,0.0,0.374264,0.0,0.960956,-0.007529,-0.329557,0.161117,0.114638
6,3H6,3H4,-0.072574,0.0,0.085048,-0.05922,-0.355993,0.350662,0.0,-0.064881,0.0,-0.113397,-0.04259,0.503234,0.508946,-0.672411
6,3H6,3H6,0.458548,0.223644,-0.015734,-0.921632,0.671362,-0.09368,0.915429,-0.560967,-0.298192,0.020979,0.445454,0.134383,-0.555796,-0.122496
6,3H7,3H1,-0.254951,0.0,-0.353094,0.0,0.0,0.0,0.0,-0.255187,0.0,-0.26482,0.0,0.0,0.0,0.0
6,3H7,3H7,0.237845,-0.3253,0.374721,-0.222387,-0.625084,0.333678,-1.968172,-0.290969,0.433733,-0.499628,-0.328982,0.157742,0.373528,0.687781
6,3H7,3H6,-0.305932,0.0,-0.720717,-0.377527,-0.106875,-0.030994,0.0,0.374264,0.0,0.960956,-0.007529,-0.329557,0.161117,0.114638
6,3H7,3H4,0.079545,0.230022,0.276028,-0.082707,0.227109,-0.134826,-0.647306,-0.201576,-0.306696,-0.368037,-0.144488,0.456509,0.010692,0.102749
6,3H7,3H2,-0.720698,0.0,0.042044,-1.223298,-0.086693,0.0,0.0,0.056913,0.0,-0.056058,-0.300776,-0.090464,0.815102,0.025026
6,3H7,3H3,-0.507331,0.0,-0.64823,-0.01736,0.705328,0.102797,0.0,0.170177,0.0,0.864307,-0.349585,-0.21458,0.233473,0.445658
6,3H7,3H5,-0.141053,0.0,0.053722,0.319127,0.108556,0.0,0.0,0.172558,0.0,-0.071629,-0.470788,-0.11559,0.543424,-0.004477
6,3H7,3H8,-0.406063,0.0,-0.029741,0.080593,-0.029763,0.012984,0.0,0.49676,0.0,0.039655,0.375316,-0.468426,-0.159658,-0.292124
6,3H7,3H9,0.067567,0.0,-0.33711,0.167016,-0.310022,-0.222815,0.0,-0.082658,0.0,0.44948,-0.224227,0.641183,-0.038144,-0.222452
6,3H8,3H1,-0.743303,0.0,1.029437,0.0,0.0,0.0,0.0,-0.743993,0.0,0.772078,0.0,0.0,0.0,0.0
6,3H8,3H7,-0.406063,0.0,-0.029741,0.080593,-0.029763,0.012984,0.0,0.49676,0.0,0.039655,0.375316,-0.468426,-0.159658,-0.292124
6,3H8,3H8,-0.277486,0.0,0.121393,0.187612,0.180222,-1.165894,0.411943,0.339464,0.0,-0.161858,-0.033716,-0.949526,-0.171234,0.071861
6,3H8,3H9,-0.512173,0.0,-0.082528,0.020243,-0.21658,-0.210471,0.0,0.626569,0.0,0.110038,-0.293051,-0.029057,-0.039073,-0.07836
6,3H8,3H2,0.013793,0.0,0.052533,0.050805,-0.18535,0.509647,0.0,0.109682,0.0,-0.070044,-0.175381,-0.263745,-0.043845,0.15079
6,3H8,3H3,-0.601187,0.0,0.0,0.198237,0.069944,0.264443,0.0,0.472799,0.0,0.0,0.582404,-0.531762,-0.06188,-0.630976
6,3H8,3H6,-0.086317,0.0,0.090405,0.01081,-0.37064,-0.398663,0.0,0.105596,0.0,-0.12054,-0.109751,0.22753,0.838497,-0.742113
6,3H8,3H5,0.0,0.0,0.0,-0.687298,0.286352,-0.227921,0.0,0.0,0.0,0.0,0.196082,0.0674,0.078433,-0.047857
6,3H8,3H4,1.141895,0.0,0.815969,0.010739,0.17646,0.518216,0.0,-1.457739,0.0,-1.087958,0.252751,0.076019,0.176083,-0.279934
6,3H9,3H7,0.067567,0.0,-0.33711,0.167016,-0.310022,-0.222815,0.0,-0.082658,0.0,0.44948,-0.224227,0.641183,-0.038144,-0.222452
6,3H9,3H2,0.013128,0.0,-0.113636,0.048355,0.400938,0.0,0.0,0.104393,0.0,0.151515,-0.166924,0.570515,-0.041731,-0.326178
6,3H9,3H5,0.0,0.0,0.0,-0.654155,-0.619417,0.0,0.0,0.0,0.0,0.0,0.186626,-0.145796,0.074651,0.103522
6,3H9,3H4,-0.279973,0.0,-0.629595,-0.114455,0.021712,0.870297,0.0,-0.472846,0.0,0.83946,0.415517,0.775217,-0.01786,0.197936
6,3H9,3H3,0.323785,0.0,0.161727,0.016944,0.035447,-1.055795,0.0,-0.996753,0.0,-0.215636,-0.773888,-0.032865,-0.271086,-0.070444
6,3H9,3H9,-0.577471,0.0,-0.444676,-0.139843,-0.118328,-0.004461,0.411943,0.706452,0.0,0.592901,-0.205358,1.044587,-0.19412,0.158993
6,3H9,3H6,0.058682,0.0,-0.006603,-0.297843,-0.137865,-0.15079,0.0,-0.071788,0.0,0.008804,-0.641674,0.092752,-0.85656,-0.276133
6,3H9,3H1,-0.70746,0.0,-2.226809,0.0,0.0,0.0,0.0,-0.708116,0.0,-1.670107,0.0,0.0,0.0,0.0
6,3H9,3H8,-0.512173,0.0,-0.082528,0.020243,-0.21658,-0.210471,0.0,0.626569,0.0,0.110038,-0.293051,-0.029057,-0.039073,-0.07836
6,3I1,3I1,0.338554,2.30963,-0.149616,0.092341,-0.047117,0.0,0.1602,0.29359,2.043968,-0.106545,-0.016347,-0.046825,-0.130776,0.018135
6,3I1,3I4,0.430388,0.0,-0.09995,-0.75396,-0.480885,0.0,0.0,0.051368,0.0,0.133267,0.280292,0.215058,-0.400417,-0.249875
6,3I1,3I5,0.090909,0.0,0.242366,-0.004018,0.126603,-0.190343,0.0,-0.111214,0.0,-0.323155,0.069354,-0.521489,-0.152579,0.790575
6,3I1,3I6,0.530087,0.0,-0.10094500000000001,-0.02343,-0.135988,-0.375401,0.0,-0.648484,0.0,0.134593,0.404401,0.217198,-0.889682,-0.185065
6,3I1,3I3,-0.057576,0.920087,-0.096177,-0.261179,-0.166583,0.0,-0.161826,-0.179796,-1.226783,0.128236,0.046236,-0.016555,0.109811,0.064118
6,3I1,3I2,0.38598,0.0,-0.989455,0.053313,-0.027203,0.0,0.0,0.345063,0.0,-0.800987,-0.028314,-0.060828,0.113255,0.141351
6,3I2,3I3,0.136465,0.0,0.09995,-0.603168,0.480885,0.0,0.0,0.121998,0.0,-0.133267,0.080083,-0.215058,0.220229,0.249875
6,3I2,3I4,0.062121,0.230022,-0.572253,0.305546,0.297074,-0.039655,-0.647306,0.215941,-0.306696,0.763004,0.676203,0.169691,0.36122,0.839946
6,3I2,3I1,0.38598,0.0,-0.989455,0.053313,-0.027203,0.0,0.0,0.345063,0.0,-0.800987,-0.028314,-0.060828,0.113255,0.141351
6,3I2,3I5,-1.010363,0.0,-0.054973,-0.162681,0.13561,-0.453315,0.0,0.152498,0.0,0.073297,0.430448,-0.133336,-0.121126,-0.193237
6,3I2,3I6,-0.612091,0.0,0.116561,-0.010145,-0.134593,0.961185,0.0,0.748805,0.0,-0.155414,-0.116741,-0.777476,-0.093392,-0.009713
6,3I2,3I2,0.634253,-0.45542,0.741281,-0.029596,-0.051043,-0.05608,0.045771,0.875528,-0.368673,0.031737,0.073561,0.169741,0.081735,-0.036271
6,3I3,3I1,-0.057576,0.920087,-0.096177,-0.261179,-0.166583,0.0,-0.161826,-0.179796,-1.226783,0.128236,0.046236,-0.016555,0.109811,0.064118
6,3I3,3I2,0.136465,0.0,0.09995,-0.603168,0.480885,0.0,0.0,0.121998,0.0,-0.133267,0.080083,-0.215058,0.220229,0.249875
6,3I3,3I6,-0.374828,0.0,0.071379,0.153247,0.054947,-0.132724,0.0,0.458548,0.0,-0.095171,0.571909,0.030716,0.457527,0.142757
6,3I3,3I5,-0.064282,0.0,-0.171379,0.026282,-1.050707,-0.067296,0.0,0.07864,0.0,0.228505,0.098082,-0.310802,0.078465,-0.097931
6,3I3,3I4,0.185567,0.0,-0.353377,-0.346534,0.176819,0.0,0.0,-0.227015,0.0,0.471169,-0.283137,-0.19769,0.113255,-0.565403
6,3I3,3I3,0.04714,1.78915,-0.09521,-0.507875,0.047117,0.0,-0.366171,-0.05767,-2.385534,0.126947,0.089908,-0.005853,-0.016347,-0.018135
6,3I4,3I3,0.185567,0.0,-0.353377,-0.346534,0.176819,0.0,0.0,-0.227015,0.0,0.471169,-0.283137,-0.19769,0.113255,-0.565403
6,3I4,3I2,0.062121,0.230022,-0.572253,0.305546,0.297074,-0.039655,-0.647306,0.215941,-0.306696,0.763004,0.676203,0.169691,0.36122,0.839946
6,3I4,3I4,0.079282,-0.3253,-0.353638,0.548126,-0.278775,0.098141,-1.968172,-0.09699,0.433733,0.471518,0.01839,-0.266318,0.17573,-0.140549
6,3I4,3I6,0.216407,0.0,0.329684,-0.035869,0.309307,0.21989,0.0,-0.264743,0.0,-0.439578,-0.20637,-0.336949,0.082548,0.370894
6,3I4,3I1,0.430388,0.0,-0.09995,-0.75396,-0.480885,0.0,0.0,0.051368,0.0,0.133267,0.280292,0.215058,-0.400417,-0.249875
6,3I4,3I5,0.315465,0.0,0.162553,0.184545,0.073448,-0.772215,0.0,-0.385925,0.0,-0.216738,-0.513186,0.079076,0.035392,0.263855
6,3I5,3I2,-1.010363,0.0,-0.054973,-0.162681,0.13561,-0.453315,0.0,0.152498,0.0,0.073297,0.430448,-0.133336,-0.121126,-0.193237
6,3I5,3I6,-0.074966,0.0,0.742337,-0.188038,-0.079674,0.249291,0.0,0.09171,0.0,-0.989783,-0.042893,-0.645046,-0.005719,-0.344203
6,3I5,3I3,-0.064282,0.0,-0.171379,0.026282,-1.050707,-0.067296,0.0,0.07864,0.0,0.228505,0.098082,-0.310802,0.078465,-0.097931
6,3I5,3I4,0.315465,0.0,0.162553,0.184545,0.073448,-0.772215,0.0,-0.385925,0.0,-0.216738,-0.513186,0.079076,0.035392,0.263855
6,3I5,3I1,0.090909,0.0,0.242366,-0.004018,0.126603,-0.190343,0.0,-0.111214,0.0,-0.323155,0.069354,-0.521489,-0.152579,0.790575
6,3I5,3I5,0.777817,0.0,0.347654,0.223465,-0.183285,0.590526,0.411943,-0.951547,0.0,-0.463538,0.525963,-0.036875,-0.037761,-0.283455
6,3I6,3I2,-0.612091,0.0,0.116561,-0.010145,-0.134593,0.961185,0.0,0.748805,0.0,-0.155414,-0.116741,-0.777476,-0.093392,-0.009713
6,3I6,3I5,-0.074966,0.0,0.742337,-0.188038,-0.079674,0.249291,0.0,0.09171,0.0,-0.989783,-0.042893,-0.645046,-0.005719,-0.344203
6,3I6,3I4,0.216407,0.0,0.329684,-0.035869,0.309307,0.21989,0.0,-0.264743,0.0,-0.439578,-0.20637,-0.336949,0.082548,0.370894
6,3I6,3I1,0.530087,0.0,-0.10094500000000001,-0.02343,-0.135988,-0.375401,0.0,-0.648484,0.0,0.134593,0.404401,0.217198,-0.889682,-0.185065
6,3I6,3I6,-1.092801,0.0,-0.40886,-0.073589,0.213911,0.316491,0.411943,1.336885,0.0,0.545147,-0.544353,-0.131696,-0.18047,0.155601
6,3I6,3I3,-0.374828,0.0,0.071379,0.153247,0.054947,-0.132724,0.0,0.458548,0.0,-0.095171,0.571909,0.030716,0.457527,0.142757
6,3K1,3K1,0.078567,0.459486,-0.351938,0.026045,0.102676,0.029442,-0.1602,0.061165,0.241264,-0.479452,0.117153,0.090431,0.021796,0.221251
6,3K1,3K6,-0.245317,0.0,0.396421,-0.011544,-0.029779,-0.445584,0.0,0.747434,0.0,-0.528561,0.581526,0.598659,0.202206,0.611578
6,3K1,3K5,-0.688213,0.0,-0.684625,0.286784,-0.129246,-0.207689,0.0,0.182209,0.0,0.912833,0.44406,-0.216051,-0.218112,-0.143807
6,3K1,3K4,-0.645537,0.0,0.515512,-0.02209,-0.233526,0.080789,0.0,0.216536,0.0,-0.68735,-0.444818,0.037542,0.297075,-0.395226
6,3K1,3K3,-0.239474,-0.539449,-0.036909,-0.026271,-0.68711,0.071017,-1.897583,0.387805,0.719265,0.049212,-0.032859,-0.302838,-0.412704,0.080106
6,3K1,3K2,1.225089,0.0,0.392562,-0.031239,0.019427,0.114252,0.0,1.095218,0.0,-0.186934,-0.089867,-0.091706,-0.017973,-0.048603
6,3K2,3K3,-0.092345,0.0,-0.067635,-0.075352,0.257726,0.275587,0.0,-0.082555,0.0,0.090181,-0.054192,-0.343447,0.647592,0.477957
6,3K2,3K5,-0.156951,0.0,-0.355813,-0.073409,0.177429,-0.471247,0.0,-0.333726,0.0,0.474417,0.272418,-0.227294,-0.007919,-0.237911
6,3K2,3K2,-0.425693,-0.45542,-1.781794,0.018468,-0.001571,-0.079172,0.045771,-0.58019,-0.368673,-1.459892,-0.059939,0.227102,-0.047951,-0.087049
6,3K2,3K4,-0.061616,0.230022,-0.336619,-0.208943,-0.227664,-0.055983,-0.647306,-0.119246,-0.306696,0.448826,-0.470067,-0.485067,-0.268555,-0.057706
6,3K2,3K1,1.225089,0.0,0.392562,-0.031239,0.019427,0.114252,0.0,1.095218,0.0,-0.186934,-0.089867,-0.091706,-0.017973,-0.048603
6,3K2,3K6,1.276298,0.0,-0.753443,0.021154,-0.210484,-0.21614,0.0,-1.561367,0.0,1.00459,0.243421,-0.135967,0.194737,0.303808
6,3K3,3K1,-0.239474,-0.539449,-0.036909,-0.026271,-0.68711,0.071017,-1.897583,0.387805,0.719265,0.049212,-0.032859,-0.302838,-0.412704,0.080106
6,3K3,3K2,-0.092345,0.0,-0.067635,-0.075352,0.257726,0.275587,0.0,-0.082555,0.0,0.090181,-0.054192,-0.343447,0.647592,0.477957
6,3K3,3K5,-0.092912,0.0,0.123853,-0.128904,0.327266,0.180869,0.0,0.113665,0.0,-0.165138,-0.464674,-0.295254,0.763955,0.595457
6,3K3,3K3,0.288037,0.223644,0.052582,-0.150027,-0.517947,-0.09368,0.915429,-0.352372,-0.298192,-0.070109,-0.048793,0.027856,-0.085698,0.11112
6,3K3,3K6,-0.044333,0.0,-0.094198,0.222608,0.126215,-0.312666,0.0,0.054235,0.0,0.125598,0.478839,-0.120845,0.644741,0.188989
6,3K3,3K4,-0.389273,0.0,0.590644,-0.480372,0.070411,-0.024359,0.0,0.47622,0.0,-0.787526,-0.00958,0.068946,0.205009,-0.030289
6,3K4,3K6,-0.45124,0.0,0.034372,0.074792,0.049612,-0.419599,0.0,0.552026,0.0,-0.045829,0.430311,0.39197,-0.172124,0.269247
6,3K4,3K5,0.035232,0.0,0.27508,0.109072,0.124816,0.588336,0.0,-0.043101,0.0,-0.366773,-0.136632,0.292571,-0.027774,0.52879
6,3K4,3K3,-0.389273,0.0,0.590644,-0.480372,0.070411,-0.024359,0.0,0.47622,0.0,-0.787526,-0.00958,0.068946,0.205009,-0.030289
6,3K4,3K4,-0.105709,-0.3253,-0.429807,-0.360129,0.661207,0.138551,-1.968172,0.12932,0.433733,0.573076,0.051765,-0.188471,-0.203792,-0.756242
6,3K4,3K2,-0.061616,0.230022,-0.336619,-0.208943,-0.227664,-0.055983,-0.647306,-0.119246,-0.306696,0.448826,-0.470067,-0.485067,-0.268555,-0.057706
6,3K4,3K1,-0.645537,0.0,0.515512,-0.02209,-0.233526,0.080789,0.0,0.216536,0.0,-0.68735,-0.444818,0.037542,0.297075,-0.395226
6,3K5,3K2,-0.156951,0.0,-0.355813,-0.073409,0.177429,-0.471247,0.0,-0.333726,0.0,0.474417,0.272418,-0.227294,-0.007919,-0.237911
6,3K5,3K3,-0.092912,0.0,0.123853,-0.128904,0.327266,0.180869,0.0,0.113665,0.0,-0.165138,-0.464674,-0.295254,0.763955,0.595457
6,3K5,3K5,0.95016,0.0,1.033304,-0.01002,-0.068292,-0.746503,0.411943,-1.162384,0.0,-1.377738,0.57308,0.850307,0.037178,-0.579563
6,3K5,3K1,-0.688213,0.0,-0.684625,0.286784,-0.129246,-0.207689,0.0,0.182209,0.0,0.912833,0.44406,-0.216051,-0.218112,-0.143807
6,3K5,3K6,-0.074195,0.0,-0.452128,-0.186105,-0.021753,-0.576842,0.0,0.090767,0.0,0.602837,-0.042452,0.255366,-0.00566,0.120881
